element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support
Ti 2	5381.015	538.1015	-1.97	1.565	12622.5701	1.5	3.869	31205.59	2.5	6.0	0.8	0.87	GA	141000000.0	8.15	-6.59	-7.85	-7.85	-7.85	1.0	0.65	54.66	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
Ti 2	5418.767	541.8767	-2.11	1.582	12759.68428	2.5	3.869	31205.59	2.5	6.0	1.2	0.87	GA	141000000.0	8.15	-6.59	-7.85	-7.85	-7.85	1.0	0.59	46.5	d	p	F	0	2	22.1	22.0	22.01	Melendez2014	T	T	T	T	T	T
V 1	4875.486	487.5486	-0.81	0.04	322.6216	3.5	2.582	20825.235	2.5	6.0	1.24	1.35	AO	14500000.0	7.16	-5.86	250.244	-7.736	250.244	1.0	0.7	48.7	X	X	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	F	T	T
V 1	5670.85	567.085	-0.42	1.08	8710.7832	3.5	3.266	26342.067	4.5	10.0	1.39	1.13	AO	8320000.0	6.92	-6.13	317.243	-7.633	317.243	1.0	0.33	21.33	X	X	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	T	T	T
V 1	5727.046	572.7046	-0.011	1.081	8718.84874	3.5	3.245	26172.69	4.5	10.0	1.39	1.23	AO	85100000.0	7.93	-5.96	343.237	-7.598	343.237	1.0	0.53	39.55	s	p	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	T	T	T
V 1	6039.73	603.973	-0.65	1.063	8573.66902	2.5	3.116	25132.235	2.5	6.0	1.35	1.59	AO	45700000.0	7.66	-6.06	331.239	-7.613	331.239	1.0	0.23	15.37	s	p	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	T	T	T
V 1	6081.44	608.144	-0.578	1.051	8476.882539999999	1.5	3.089	24914.465	1.5	4.0	1.19	1.71	AO	45700000.0	7.66	-6.07	328.24	-7.618	328.24	1.0	0.25	17.04	s	p	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	T	T	T
V 1	6090.21	609.021	-0.062	1.08	8710.7832	3.5	3.116	25132.235	2.5	6.0	1.39	1.59	AO	45700000.0	7.66	-6.06	331.239	-7.613	331.239	1.0	0.49	38.24	X	X	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	T	T	T
V 1	6119.528	611.9528	-0.32	1.064	8581.73456	2.5	3.089	24914.465	1.5	4.0	1.35	1.71	AO	45700000.0	7.66	-6.07	328.24	-7.618	328.24	1.0	0.36	25.8	s	p	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	T	T	T
V 1	6199.2	619.92	-1.28	0.286	2306.74444	3.5	2.286	18437.834	4.5	10.0	1.59	1.55	AO	3240000.0	6.51	-6.16	249.254	-7.74	249.254	1.0	0.22	14.63	X	X	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	F	T	T
V 1	6251.82	625.182	-1.34	0.286	2306.74444	3.5	2.269	18300.719	3.5	8.0	1.59	1.56	AO	2950000.0	6.47	-6.16	249.254	-7.74	249.254	1.0	0.26	17.43	X	X	F	0	1	23.0	23.0	23.0	Melendez2014	T	T	T	F	T	T
Y 2	4854.867	485.4867	-0.38	0.9923	8003.435342	2.0	3.545	28592.353	1.0	3.0	0.67	0.6	GA	288000000.0	8.46	-6.4	-7.76	-7.76	-7.76	1.0	0.72	47.75	d	p	F	0	2	39.1	39.0	39.01	Melendez2014	T	T	T	F	T	T
Y 2	4883.685	488.3685	0.07	1.0841	8743.851914	4.0	3.622	29213.4	3.0	7.0	1.26	1.33	GA	295000000.0	8.47	-6.4	-7.76	-7.76	-7.76	1.0	0.78	62.23	d	p	F	0	2	39.1	39.0	39.01	Melendez2014	T	T	T	T	T	T
Y 2	4900.11	490.011	-0.09	1.0326	8328.476604	3.0	3.562	28729.468	2.0	5.0	1.09	1.17	GA	288000000.0	8.46	-6.4	-7.76	-7.76	-7.76	1.0	0.76	57.88	d	p	F	0	2	39.1	39.0	39.01	Melendez2014	T	T	T	T	T	T
Y 2	5087.42	508.742	-0.17	1.0841	8743.851914	4.0	3.52	28390.715	4.0	9.0	1.26	1.25	GA	204000000.0	8.31	-6.4	-7.81	-7.81	-7.81	1.0	0.72	53.03	d	p	F	0	2	39.1	39.0	39.01	Melendez2014	T	T	T	T	T	T
Y 2	5200.413	520.0413	-0.57	0.9923	8003.435342	2.0	3.376	27229.277	2.0	5.0	0.67	0.76	GA	200000000.0	8.3	-6.4	-7.8	-7.8	-7.8	1.0	0.64	41.05	d	p	F	0	2	39.1	39.0	39.01	Melendez2014	T	T	T	F	T	T
Zn 1	4722.159	472.2159	-0.38	4.03	32504.1262	1.0	6.655	53676.195	1.0	3.0	1.5	2.0	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.77	69.63	p	s	F	0	1	30.0	30.0	30.0	Melendez2014	T	T	T	F	T	T
Zn 1	4810.534	481.0534	-0.16	4.08	32907.4032	2.0	6.655	53676.195	1.0	3.0	1.5	2.0	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.78	77.25	p	s	F	0	1	30.0	30.0	30.0	Melendez2014	T	T	T	F	T	T
Zn 1	6362.35	636.235	0.14	5.79	46699.4766	1.0	7.744	62459.573	2.0	5.0	99.0	99.0	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.31	24.28	p	d	F	0	1	30.0	30.0	30.0	Melendez2014	T	T	T	F	T	T
Zr 2	4050.32	405.032	-1.06	0.713	5750.73002	2.5	3.774	30439.363	1.5	4.0	0.88	0.59	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.59	24.81	s	p	F	0	2	40.1	40.0	40.01	Melendez2014	T	T	T	F	T	T
Zr 2	4208.98	420.898	-0.51	0.713	5750.73002	2.5	3.658	29503.76	2.5	6.0	0.88	0.84	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.8	45.35	s	p	F	0	2	40.1	40.0	40.01	Melendez2014	T	T	T	F	T	T
Zr 2	4442.992	444.2992	-0.42	1.486	11985.39244	4.5	4.276	34488.266	3.5	8.0	0.91	0.89	99	100000.0	0.0	0.0	0.0	0.0	2.5	1.0	0.5	22.59	d	p	F	0	2	40.1	40.0	40.01	Melendez2014	T	T	T	F	T	T
